#KO	geneTPM	geneNAME
K03478	276.354	chbG; chitin disaccharide deacetylase [EC:3.5.1.105]
K21395	59.3941	yiaO; TRAP-type transport system periplasmic protein
K21397	2.4543	K21397; ABC transport system ATP-binding/permease protein
K03930	246.412	estA; putative tributyrin esterase [EC:3.1.1.-]
K03932	9.32634	lpqC; polyhydroxybutyrate depolymerase
K03933	13.2532	cpbD; chitin-binding protein
K16557	9.8172	exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]
K20073	198.798	mapZ, locZ; mid-cell-anchored protein Z
K16558	9.8172	exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]
K20074	289.117	prpC, phpP; PPM family protein phosphatase [EC:3.1.3.16]
K07821	127.133	torY; trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY
K06041	305.806	kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]
K06042	83.9371	cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
K06044	10.3081	treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
K02611	6.38118	paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
K08693	172.783	yfkN; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]
K02613	19.1435	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
K13990	62.3392	FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K20530	21.107	trbE; type IV secretion system protein TrbE [EC:7.4.2.8]
K02614	118.297	paaI; acyl-CoA thioesterase [EC:3.1.2.-]
K20532	8.34462	trbG; type IV secretion system protein TrbG
K13993	22.0887	HSP20; HSP20 family protein
K02617	7.85376	paaY; phenylacetic acid degradation protein
K02618	1.96344	paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]
K20534	303.842	gtrB; polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]
K02619	175.728	pabC; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
K19115	19.1435	csh2; CRISPR-associated protein Csh2
K13998	4.41774	DHFR-TS; dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]
K19117	90.8091	csd1, cas8c; CRISPR-associated protein Csd1
K19118	32.3968	csd2, cas7; CRISPR-associated protein Csd2
K20539	2.4543	blcR; IclR family transcriptional regulator, blcABC operon repressor
K19119	36.8145	cas5d; CRISPR-associated protein Cas5d
K03480	19.1435	glcT; transcriptional antiterminator
K03481	74.1199	glvR; RpiR family transcriptional regulator, glv operon transcriptional regulator
K10022	16.6892	aotJ; arginine/ornithine transport system substrate-binding protein
K03483	471.226	mtlR; mannitol operon transcriptional activator
K03484	723.528	scrR; LacI family transcriptional regulator, sucrose operon repressor
K03485	7.85376	treR; LacI family transcriptional regulator, trehalose operon repressor
K03486	495.769	treR2, treR; GntR family transcriptional regulator, trehalose operon transcriptional repressor
K10026	193.89	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
K03488	317.096	licT, bglG; beta-glucoside operon transcriptional antiterminator
K10027	204.689	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K03489	60.3758	yydK; GntR family transcriptional regulator, transcriptional regulator of bglA
K12678	231.195	aidA-I, misL; autotransporter family porin
K02160	426.557	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein
K02168	218.433	betT, betS; choline/glycine/proline betaine transport protein
K02169	269.482	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]
K06051	1.96344	DLL; delta
K11358	11.2898	yhdR; aspartate aminotransferase [EC:2.6.1.1]
K02621	1071.55	parC; topoisomerase IV subunit A [EC:5.6.2.2]
K02622	944.415	parE; topoisomerase IV subunit B [EC:5.6.2.2]
K02626	33.3785	pdaD; arginine decarboxylase [EC:4.1.1.19]
K19127	25.0339	csy1; CRISPR-associated protein Csy1
K19128	1.96344	csy2; CRISPR-associated protein Csy2
K19129	30.4333	csy3; CRISPR-associated protein Csy3
K03491	389.252	licR; probable licABCH operon transcriptional regulator
K03492	479.08	gmuR; GntR family transcriptional regulator, regulator of glucomannan utilization
K03493	225.305	bglG1; transcriptional antiterminator
K11814	2.94516	ebrA; multidrug resistance protein EbrA
K06518	344.093	cidA; holin-like protein
K03495	1092.16	gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
K11815	2.94516	ebrB; multidrug resistance protein EbrB
K03496	434.902	parA, soj; chromosome partitioning protein
K10036	407.414	glnH; glutamine transport system substrate-binding protein
K03497	534.056	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein
K17898	39.7597	oraE; D-ornithine 4,5-aminomutase subunit beta [EC:5.4.3.5]
K03498	1140.27	trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein
K03499	1070.57	trkA, ktrA, ktrC; trk/ktr system potassium uptake protein
K10039	228.25	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein
K01301	1.96344	NAALAD; N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
K01304	240.031	pcp; pyroglutamyl-peptidase [EC:3.4.19.3]
K07386	748.071	pepO; putative endopeptidase [EC:3.4.24.-]
K12684	260.647	esp, sigA, sepA; serine protease autotransporter [EC:3.4.21.-]
K07389	17.671	cyaC, hlyC, rtxC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]
K12685	4.41774	ssp; subtilase-type serine protease [EC:3.4.21.-]
K12686	43.6866	apeE, estA, lip-1; outer membrane lipase/esterase
K12688	32.3968	sphB1, nalP, ausP; autotransporter serine protease [EC:3.4.21.-]
K02170	87.3731	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K02171	207.143	blaI; BlaI family transcriptional regulator, penicillinase repressor
K02172	45.65	blaR1; bla regulator protein blaR1
K03955	9.8172	NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein
K19130	8.34462	csy4, cas6f; CRISPR-associated endonuclease Csy4 [EC:3.1.-.-]
K15256	134.987	cmoA; tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]
K15257	118.297	cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]
K19134	5.39946	csx10; CRISPR-associated protein Csx10
K19137	13.2532	csn2; CRISPR-associated protein Csn2
K10040	383.853	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein
K10041	201.744	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]
K07390	201.253	grxD, GLRX5; monothiol glutaredoxin
K07391	543.873	comM; magnesium chelatase family protein
K07393	448.646	ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
K07394	7.85376	K07394; SM-20-related protein
K07396	4.41774	K07396; putative protein-disulfide isomerase
K07397	105.044	yhfA; putative redox protein
K01317	451.591	ACR; acrosin [EC:3.4.21.10]
K07399	194.381	resB, ccs1; cytochrome c biogenesis protein
K21883	10.7989	lra5; 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]
K02188	107.498	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
K03969	100.135	pspA; phage shock protein A
K02189	19.6344	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]
K21887	2.4543	ctpJ, nmtA; cation-transporting P-type ATPase J [EC:7.2.2.-]
K06075	36.3237	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
K06076	387.78	fadL; long-chain fatty acid transport protein
K06077	115.843	slyB; outer membrane lipoprotein SlyB
K06079	24.0521	cutF, nlpE; copper homeostasis protein (lipoprotein)
K19141	17.1801	cmr5; CRISPR-associated protein Cmr5
K19142	49.086	cmr6; CRISPR-associated protein Cmr6
K02647	198.308	cdaR; carbohydrate diacid regulator
K15269	10.7989	pecM; probable blue pigment (indigoidine) exporter
K19147	213.524	mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
K01322	282.245	PREP; prolyl oligopeptidase [EC:3.4.21.26]
K15724	153.148	erpA; iron-sulfur cluster insertion protein
K15725	8.34462	czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system
K15726	127.624	czcA, cusA, cnrA; heavy metal efflux system protein
K15727	27.4882	czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system
K02190	81.9737	cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K02191	6.87204	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]
K03972	57.4306	pspE; phage shock protein E
K03973	157.075	pspC; phage shock protein C
K02193	118.297	ccmA; heme exporter protein A [EC:7.6.2.5]
K02194	160.511	ccmB; heme exporter protein B
K03975	139.895	dedA; membrane-associated protein
K02195	144.804	ccmC; heme exporter protein C
K03976	302.37	ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
K02196	47.6134	ccmD; heme exporter protein D
K03977	900.238	engA, der; GTPase
K02197	57.4306	ccmE; cytochrome c-type biogenesis protein CcmE
K03978	434.411	engB; GTP-binding protein
K02198	220.887	ccmF; cytochrome c-type biogenesis protein CcmF
K03979	737.272	obgE, cgtA, MTG2; GTPase [EC:3.6.5.-]
K02199	152.658	ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K07862	467.79	sstT; serine/threonine transporter
K00001	552.709	E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]
K00002	14.7258	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
K00003	413.304	hom; homoserine dehydrogenase [EC:1.1.1.3]
K11381	26.0156	bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
K00004	146.276	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]
K11382	10.3081	pgtP; MFS transporter, OPA family, phosphoglycerate transporter protein
K00005	307.769	gldA; glycerol dehydrogenase [EC:1.1.1.6]
K00008	77.065	SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00009	147.749	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
K11387	22.0887	embC; arabinosyltransferase C [EC:2.4.2.-]
K02650	257.211	pilA; type IV pilus assembly protein PilA
K15270	138.913	sam; S-adenosylmethionine uptake transporter
K02651	103.571	flp, pilA; pilus assembly protein Flp/PilA
K02652	249.848	pilB; type IV pilus assembly protein PilB
K02653	304.333	pilC; type IV pilus assembly protein PilC
K02654	521.294	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
K02655	129.587	pilE; type IV pilus assembly protein PilE
K02656	161.493	pilF; type IV pilus assembly protein PilF
K19157	20.1253	yafQ; mRNA interferase YafQ [EC:3.1.-.-]
K19158	97.6812	yoeB; toxin YoeB [EC:3.1.-.-]
K19159	118.788	yefM; antitoxin YefM
K19610	19.6344	pfeR, pirR; two-component system, OmpR family, response regulator PfeR
K19611	3.92688	fepA, pfeA, iroN, pirA; ferric enterobactin receptor
K01337	179.164	E3.4.21.50; lysyl endopeptidase [EC:3.4.21.50]
K15738	1071.06	uup; ABC transport system ATP-binding/permease protein
K01338	739.726	lon; ATP-dependent Lon protease [EC:3.4.21.53]
K19615	25.5247	fitD, mcf; insecticidal toxin
K03980	359.801	murJ, mviN; putative peptidoglycan lipid II flippase
K03981	204.689	dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
K00010	14.7258	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00012	278.318	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
K00013	368.145	hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00014	634.191	aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00015	73.629	gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K14415	137.932	RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]
K00016	510.495	LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]
K00018	312.187	hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00019	32.8876	BDH1, bdhA; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K02662	239.049	pilM; type IV pilus assembly protein PilM
K02663	187.509	pilN; type IV pilus assembly protein PilN
K02664	39.7597	pilO; type IV pilus assembly protein PilO
K19160	8.34462	yafO; mRNA interferase YafO [EC:3.1.-.-]
K02665	40.2505	pilP; type IV pilus assembly protein PilP
K02666	585.596	pilQ; type IV pilus assembly protein PilQ
K02667	80.0102	pilR, pehR; two-component system, NtrC family, response regulator PilR
K02668	116.825	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
K02669	205.67	pilT; twitching motility protein PilT
K19167	1.96344	abiQ; protein AbiQ
K19168	152.658	cptA; toxin CptA
K15746	6.38118	crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]
K01347	1017.55	iga; IgA-specific serine endopeptidase [EC:3.4.21.72]
K10530	219.905	lctO; L-lactate oxidase [EC:1.1.3.2]
K10536	183.091	aguA; agmatine deiminase [EC:3.5.3.12]
K09117	298.443	K09117; uncharacterized protein
K09118	8.83548	K09118; uncharacterized protein
K00020	284.208	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K01802	536.019	E5.2.1.8; peptidylprolyl isomerase [EC:5.2.1.8]
K00023	16.1984	phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K01803	737.763	TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]
K01804	1.96344	araA; L-arabinose isomerase [EC:5.3.1.4]
K00024	357.346	mdh; malate dehydrogenase [EC:1.1.1.37]
K01805	292.553	xylA; xylose isomerase [EC:5.3.1.5]
K00027	275.373	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K01807	566.453	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
K18303	9.32634	mexK; multidrug efflux pump
K01808	97.1903	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
K00029	412.813	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K01809	521.784	manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]
K02670	211.561	pilU; twitching motility protein PilU
K02671	44.6683	pilV; type IV pilus assembly protein PilV
K02672	51.5403	pilW; type IV pilus assembly protein PilW
K02673	51.0495	pilX; type IV pilus assembly protein PilX
K02674	345.566	pilY1; type IV pilus assembly protein PilY1
K19170	5.89032	dndC; DNA sulfur modification protein DndC
K02676	42.214	pilZ; type IV pilus assembly protein PilZ
K19171	24.0521	dndD; DNA sulfur modification protein DndD
K19172	2.94516	dndE; DNA sulfur modification protein DndE
K19173	32.3968	dptF; DNA phosphorothioation-dependent restriction protein DptF
K02679	77.065	ppdA; prepilin peptidase dependent protein A
K19174	38.2871	dptG; DNA phosphorothioation-dependent restriction protein DptG
K19175	120.261	dptH; DNA phosphorothioation-dependent restriction protein DptH
K01354	44.6683	ptrB; oligopeptidase B [EC:3.4.21.83]
K01356	335.258	lexA; repressor LexA [EC:3.4.21.88]
K01358	697.512	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
K10540	92.2817	mglB; methyl-galactoside transport system substrate-binding protein
K10541	34.8511	mglC; methyl-galactoside transport system permease protein
K09121	21.5978	larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
K10542	91.7909	mglA; methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]
K10543	48.5952	xylF; D-xylose transport system substrate-binding protein
K10544	26.0156	xylH; D-xylose transport system permease protein
K10545	46.1409	xylG; D-xylose transport system ATP-binding protein [EC:7.5.2.10]
K09125	188.981	yhhQ; queuosine precursor transporter
K09127	22.0887	cmr3; CRISPR-associated protein Cmr3
K01810	970.921	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]
K00030	21.107	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K01811	264.083	xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]
K00031	527.675	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K01812	228.741	uxaC; glucuronate isomerase [EC:5.3.1.12]
K01813	141.859	rhaA; L-rhamnose isomerase [EC:5.3.1.14]
K00033	1009.7	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K01814	248.866	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K00034	43.6866	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K01815	93.7543	kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
K01816	0	hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]
K00036	622.902	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
K01817	331.821	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
K01818	152.658	fucI; L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]
K01819	485.952	E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase [EC:5.3.1.26]
K02680	69.2113	ppdB; prepilin peptidase dependent protein B
K02681	62.8301	ppdC; prepilin peptidase dependent protein C
K02682	64.7935	ppdD; prepilin peptidase dependent protein D
K02686	50.0677	priB; primosomal replication protein N
K02687	767.705	prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]
K02688	295.007	prpR; transcriptional regulator, propionate catabolism operon regulatory protein
K10094	27.979	cbiK; nickel transport protein
K01361	449.628	E3.4.21.96; lactocepin [EC:3.4.21.96]
K01364	27.4882	speB; streptopain [EC:3.4.22.10]
K15765	3.92688	tmoF, tbuC, touF; toluene monooxygenase electron transfer component [EC:1.18.1.3]
K10550	6.38118	alsC; D-allose transport system permease protein
K09131	56.4489	K09131; uncharacterized protein
K10553	2.94516	frcC; fructose transport system permease protein
K10555	13.2532	lsrB; AI-2 transport system substrate-binding protein
K10556	8.83548	lsrC; AI-2 transport system permease protein
K10557	15.2167	lsrD; AI-2 transport system permease protein
K09136	264.083	ycaO; ribosomal protein S12 methylthiotransferase accessory factor
K10558	32.3968	lsrA, ego; AI-2 transport system ATP-binding protein
K01821	379.926	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]
K14441	343.602	rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K00042	134.005	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
K01823	291.08	idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
K01825	4.41774	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
K00045	1.96344	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]
K18320	10.7989	IS15, IS26; transposase, IS6 family
K14445	325.931	SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
K01826	3.43602	hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]
K00046	323.477	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]
K18323	9.8172	smeC; outer membrane protein, multidrug efflux system
K00048	73.1382	fucO; lactaldehyde reductase [EC:1.1.1.77]
K01829	11.7806	dsbH; disulfide reductase [EC:1.8.-.-]
K00500	45.1591	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]
K00507	9.32634	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00508	17.671	E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3]
K22302	2.4543	dicC; transcriptional repressor of cell division inhibition gene dicB
K22306	1.47258	gpgP; glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]
K15770	421.158	cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
K15771	610.139	ganP, mdxF; arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K15772	724.51	ganQ, mdxG; arabinogalactan oligomer / maltooligosaccharide transport system permease protein
K01372	441.283	BLMH, pepC; bleomycin hydrolase [EC:3.4.22.40]
K15773	13.7441	hipB; HTH-type transcriptional regulator / antitoxin HipB
K15777	4.41774	DODA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]
K15778	514.912	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K10563	488.406	mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
K09144	1.96344	K09144; uncharacterized protein
K09146	6.87204	K09146; uncharacterized protein
K00052	525.22	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K00053	551.727	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K01834	612.594	PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
K00054	365.2	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K14455	0	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
K01835	850.17	pgm; phosphoglucomutase [EC:5.4.2.2]
K00055	55.4672	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]
K18331	22.5796	hndC; NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]
K18332	7.85376	hndD; NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]
K00057	698.985	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K18333	8.83548	E1.1.1.435; L-fucose dehydrogenase [EC:1.1.1.435]
K01838	311.205	pgmB; beta-phosphoglucomutase [EC:5.4.2.6]
K00058	711.747	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K18334	7.3629	fucD; L-fuconate dehydratase [EC:4.2.1.68]
K01839	414.777	deoB; phosphopentomutase [EC:5.4.2.7]
K00059	1341.52	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K09607	99.1538	ina; immune inhibitor A [EC:3.4.24.-]
K11891	71.6656	impL, vasK, icmF; type VI secretion system protein ImpL
K06596	0	chpA; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)
K11892	11.7806	impK, ompA, vasF, dotU; type VI secretion system protein ImpK
K11893	16.1984	impJ, vasE; type VI secretion system protein ImpJ
K11895	32.3968	impH, vasB; type VI secretion system protein ImpH
K11896	45.1591	impG, vasA; type VI secretion system protein ImpG
K22311	4.9086	ptfP1; phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]
K22316	1.96344	rhnA-cobC; ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]
K15780	639.591	tilS-hprT; bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]
K01389	9.32634	MME, CD10; neprilysin [EC:3.4.24.11]
K19668	3.43602	CBH2, cbhA; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
K09153	78.0468	K09153; small membrane protein
K09155	352.928	K09155; uncharacterized protein
K09157	444.719	K09157; uncharacterized protein
K09158	131.06	K09158; uncharacterized protein
K09159	83.9371	cptB; antitoxin CptB
K01840	726.473	manB; phosphomannomutase [EC:5.4.2.8]
K01841	52.0312	pepM; phosphoenolpyruvate phosphomutase [EC:5.4.2.9]
K01843	75.1016	kamA; lysine 2,3-aminomutase [EC:5.4.3.2]
K01844	54.9763	kamD; beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]
K00065	13.7441	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K01845	318.568	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K01846	11.2898	glmS, mutS, mamA; methylaspartate mutase sigma subunit [EC:5.4.99.1]
K00067	446.683	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
K01847	251.32	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
K00068	71.6656	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
K01849	12.2715	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
K18344	33.8694	vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR
K18345	1.96344	vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
K18346	39.7597	vanW; vancomycin resistance protein VanW
K18348	7.85376	vanT; serine/alanine racemase [EC:5.1.1.18 5.1.1.1]
K18349	6.38118	vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR
K00520	248.866	merA; mercuric reductase [EC:1.16.1.1]
K00523	139.404	ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]
K00525	1383.24	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
K18800	131.551	ubiI; 2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
K00526	675.424	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
K00528	287.644	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K01390	77.065	iga; IgA-specific metalloendopeptidase [EC:3.4.24.13]
K05275	102.099	E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]
K09160	99.6446	K09160; uncharacterized protein
K09161	2.4543	K09161; uncharacterized protein
K09164	40.7414	K09164; uncharacterized protein
K09167	52.0312	K09167; uncharacterized protein
K21006	4.41774	pelA; polysaccharide biosynthesis protein PelA
K01854	211.07	glf; UDP-galactopyranose mutase [EC:5.4.99.9]
K00074	61.8484	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K00075	703.894	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K18350	59.3941	vanSC, vanSE, vanSG; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
K18351	1.96344	vanSAc; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]
K00076	20.6161	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
K00077	333.785	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K01858	12.2715	INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K05739	1.96344	seaA; uncharacterized protein
K00533	26.9973	E1.12.7.2L; ferredoxin hydrogenase large subunit [EC:1.12.7.2]
K00537	626.828	arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]
K18814	4.9086	ictB; putative inorganic carbon (hco3(-)) transporter
